12in1;12 in 1;Final Burn Alpha;;199?;unlicensed;;;;;;0;;;;;
9ballshtc;9-Ball Shootout Championship;MAME (Advance);9ballsht;1993;E-Scape EnterMedia (Bundra license);Sports / Pool;;;;;0;;;;;
9ballshtc;9-Ball Shootout Championship;MAME (Libretro);9ballsht;1993;E-Scape EnterMedia (Bundra license);Sports / Pool;;;;;0;;;;;
9ballshtc;9-Ball Shootout Championship;MAME (Mame4all);9ballsht;1993;E-Scape EnterMedia (Bundra license);Sports / Pool;;;;;0;;;;;
a51mxr3k;Area 51 / Maximum Force Duo (R3000);Arcade;area51mx;1998;Atari Games;Shooter / Gun;;;;;0;;;;;
a51mxr3k;Area 51 / Maximum Force Duo (R3000);MAME (Advance);area51mx;1998;Atari Games;Shooter / Gun;;;;;0;;;;;
a51mxr3k;Area 51 / Maximum Force Duo (R3000);MAME (Libretro);area51mx;1998;Atari Games;Shooter / Gun;;;;;0;;;;;
a51mxr3k;Area 51 / Maximum Force Duo (R3000);MAME (Mame4all);area51mx;1998;Atari Games;Shooter / Gun;;;;;0;;;;;
aaahhrm;AAAHH!!! Real Monsters (Euro);Final Burn Alpha;;1995;Viacom New Media;;;;;;0;;;;;
aaahhrmu;AAAHH!!! Real Monsters (USA);Final Burn Alpha;aaahhrm;1995;Viacom New Media;;;;;;0;;;;;
aaharima;Aa Harimanada (Jpn);Final Burn Alpha;;1993;Sega;;;;;;0;;;;;
abcop;A.B. Cop (World, FD1094 317-0169b);Arcade;;1990;Sega;Driving / Race (chase view) Bike;;;;;0;;;;;
abcop;A.B. Cop (World, FD1094 317-0169b);Final Burn Alpha;;1990;Sega;;;;;;0;;;;;
abcop;A.B. Cop (World, FD1094 317-0169b);MAME (Advance);;1990;Sega;Driving / Race (chase view) Bike;;;;;0;;;;;
abcop;A.B. Cop (World, FD1094 317-0169b);MAME (Libretro);;1990;Sega;Driving / Race (chase view) Bike;;;;;0;;;;;
abcop;A.B. Cop (World, FD1094 317-0169b);MAME (Mame4all);;1990;Sega;Driving / Race (chase view) Bike;;;;;0;;;;;
abcopj;A.B. Cop (Japan, FD1094 317-0169b);Arcade;abcop;1990;Sega;Driving / Race (chase view) Bike;;;;;0;;;;;
abcopj;A.B. Cop (Japan, FD1094 317-0169b);Final Burn Alpha;abcop;1990;Sega;;;;;;0;;;;;
abcopj;A.B. Cop (Japan, FD1094 317-0169b);MAME (Advance);abcop;1990;Sega;Driving / Race (chase view) Bike;;;;;0;;;;;
abcopj;A.B. Cop (Japan, FD1094 317-0169b);MAME (Libretro);abcop;1990;Sega;Driving / Race (chase view) Bike;;;;;0;;;;;
abcopj;A.B. Cop (Japan, FD1094 317-0169b);MAME (Mame4all);abcop;1990;Sega;Driving / Race (chase view) Bike;;;;;0;;;;;
aburner2j;After Burner II (Jpn);Final Burn Alpha;aburner2;1990;Denpa Shinbunsha;;;;;;0;;;;;
acedrvrw;Ace Driver Racing Evolution (Rev. AD2);Arcade;;1994;Namco;Driving / Race 1st Person;;;;;0;;;;;
acedrvrw;Ace Driver Racing Evolution (Rev. AD2);MAME (Advance);;1994;Namco;Driving / Race 1st Person;;;;;0;;;;;
acedrvrw;Ace Driver Racing Evolution (Rev. AD2);MAME (Libretro);;1994;Namco;Driving / Race 1st Person;;;;;0;;;;;
acedrvrw;Ace Driver Racing Evolution (Rev. AD2);MAME (Mame4all);;1994;Namco;Driving / Race 1st Person;;;;;0;;;;;
acrobatm;Acrobat Mission;Arcade;;1991;UPL (Taito license);Shooter / Flying Vertical;;;;;0;;;;;
acrobatm;Acrobat Mission;Final Burn Alpha;;1991;UPL (Taito license);;;;;;0;;;;;
acrobatm;Acrobat Mission;MAME (Advance);;1991;UPL (Taito license);Shooter / Flying Vertical;;;;;0;;;;;
acrobatm;Acrobat Mission;MAME (Libretro);;1991;UPL (Taito license);Shooter / Flying Vertical;;;;;0;;;;;
acrobatm;Acrobat Mission;MAME (Mame4all);;1991;UPL (Taito license);Shooter / Flying Vertical;;;;;0;;;;;
act2000;Action 2000 (Version 3.5E Dual);Arcade;;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000;Action 2000 (Version 3.5E Dual);MAME (Advance);;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000;Action 2000 (Version 3.5E Dual);MAME (Libretro);;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000;Action 2000 (Version 3.5E Dual);MAME (Mame4all);;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000b1;Action 2000 (Version 3.5R, set 2);Arcade;act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000b1;Action 2000 (Version 3.5R, set 2);MAME (Advance);act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000b1;Action 2000 (Version 3.5R, set 2);MAME (Libretro);act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000b1;Action 2000 (Version 3.5R, set 2);MAME (Mame4all);act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000bx;Action 2000 (Version 3.30XT, set 2);Arcade;act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000bx;Action 2000 (Version 3.30XT, set 2);MAME (Advance);act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000bx;Action 2000 (Version 3.30XT, set 2);MAME (Libretro);act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000bx;Action 2000 (Version 3.30XT, set 2);MAME (Mame4all);act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000d1;Action 2000 (Version 3.5R, set 1);Arcade;act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000d1;Action 2000 (Version 3.5R, set 1);MAME (Advance);act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000d1;Action 2000 (Version 3.5R, set 1);MAME (Libretro);act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000d1;Action 2000 (Version 3.5R, set 1);MAME (Mame4all);act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000dx;Action 2000 (Version 3.30XT, set 1);Arcade;act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000dx;Action 2000 (Version 3.30XT, set 1);MAME (Advance);act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000dx;Action 2000 (Version 3.30XT, set 1);MAME (Libretro);act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000dx;Action 2000 (Version 3.30XT, set 1);MAME (Mame4all);act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000o2;Action 2000 (Version 3.10XT);Arcade;act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000o2;Action 2000 (Version 3.10XT);MAME (Advance);act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000o2;Action 2000 (Version 3.10XT);MAME (Libretro);act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000o2;Action 2000 (Version 3.10XT);MAME (Mame4all);act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000o3;Action 2000 (Version 1.2);Arcade;act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000o3;Action 2000 (Version 1.2);MAME (Advance);act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000o3;Action 2000 (Version 1.2);MAME (Libretro);act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000o3;Action 2000 (Version 1.2);MAME (Mame4all);act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000o;Action 2000 (Version 3.3);Arcade;act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000o;Action 2000 (Version 3.3);MAME (Advance);act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000o;Action 2000 (Version 3.3);MAME (Libretro);act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000o;Action 2000 (Version 3.3);MAME (Mame4all);act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000v1;Action 2000 (Version 3.5R Dual);Arcade;act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000v1;Action 2000 (Version 3.5R Dual);MAME (Advance);act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000v1;Action 2000 (Version 3.5R Dual);MAME (Libretro);act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000v1;Action 2000 (Version 3.5R Dual);MAME (Mame4all);act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000vx;Action 2000 (Version 3.30XT Dual);Arcade;act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000vx;Action 2000 (Version 3.30XT Dual);MAME (Advance);act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000vx;Action 2000 (Version 3.30XT Dual);MAME (Libretro);act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000vx;Action 2000 (Version 3.30XT Dual);MAME (Mame4all);act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
action52;Action 52 (USA);Final Burn Alpha;;1993;Active Enterprises;;;;;;0;;;;;
action52a;Action 52 (USA, Alt);Final Burn Alpha;action52;1993;Active Enterprises;;;;;;0;;;;;
actionhw;Action Hollywood;Arcade;;1995;TCH;Maze;;;;;0;;;;;
actionhw;Action Hollywood;MAME (Advance);;1995;TCH;Maze;;;;;0;;;;;
actionhw;Action Hollywood;MAME (Libretro);;1995;TCH;Maze;;;;;0;;;;;
actionhw;Action Hollywood;MAME (Mame4all);;1995;TCH;Maze;;;;;0;;;;;
addfam;The Addams Family (Euro, USA);Final Burn Alpha;;1994;Flying Edge;;;;;;0;;;;;
addfamp1;The Addams Family (USA, Prototype);Final Burn Alpha;addfam;1994;Flying Edge;;;;;;0;;;;;
addfamp2;The Addams Family (USA, Prototype, Alt);Final Burn Alpha;addfam;1994;Flying Edge;;;;;;0;;;;;
addfamv;Addams Family Values (Euro);Final Burn Alpha;;1994;Ocean;;;;;;0;;;;;
adillor;Armadillo Racing (Rev. AM1 Ver.A);Arcade;;1996;Namco;Driving / Race (chase view);;;;;0;;;;;
adillor;Armadillo Racing (Rev. AM1 Ver.A);MAME (Advance);;1996;Namco;Driving / Race (chase view);;;;;0;;;;;
adillor;Armadillo Racing (Rev. AM1 Ver.A);MAME (Libretro);;1996;Namco;Driving / Race (chase view);;;;;0;;;;;
adillor;Armadillo Racing (Rev. AM1 Ver.A);MAME (Mame4all);;1996;Namco;Driving / Race (chase view);;;;;0;;;;;
advbatr;The Adventures of Batman & Robin (Euro);Final Burn Alpha;;1995;Sega;;;;;;0;;;;;
advbatrp01;The Adventures of Batman & Robin (Prototype, 19950501);Final Burn Alpha;advbatr;1995;Sega;;;;;;0;;;;;
advbatrp02;The Adventures of Batman & Robin (Prototype, 19950428);Final Burn Alpha;advbatr;1995;Sega;;;;;;0;;;;;
advbatrp03;The Adventures of Batman & Robin (Prototype, 19950427);Final Burn Alpha;advbatr;1995;Sega;;;;;;0;;;;;
advbatrp04;The Adventures of Batman & Robin (Prototype, 19950426);Final Burn Alpha;advbatr;1995;Sega;;;;;;0;;;;;
advbatrp05;The Adventures of Batman & Robin (Prototype, 19950424);Final Burn Alpha;advbatr;1995;Sega;;;;;;0;;;;;
advbatrp06;The Adventures of Batman & Robin (Prototype, 19950422);Final Burn Alpha;advbatr;1995;Sega;;;;;;0;;;;;
advbatrp07;The Adventures of Batman & Robin (Prototype, 19950421);Final Burn Alpha;advbatr;1995;Sega;;;;;;0;;;;;
advbatrp08;The Adventures of Batman & Robin (Prototype, 19950419);Final Burn Alpha;advbatr;1995;Sega;;;;;;0;;;;;
advbatrp09;The Adventures of Batman & Robin (Prototype, 19950418);Final Burn Alpha;advbatr;1995;Sega;;;;;;0;;;;;
advbatrp10;The Adventures of Batman & Robin (Prototype, 19950411);Final Burn Alpha;advbatr;1995;Sega;;;;;;0;;;;;
advbatrp11;The Adventures of Batman & Robin (Prototype, 19950410);Final Burn Alpha;advbatr;1995;Sega;;;;;;0;;;;;
advbatrp12;The Adventures of Batman & Robin (Prototype, 19950406);Final Burn Alpha;advbatr;1995;Sega;;;;;;0;;;;;
advbatru;The Adventures of Batman & Robin (USA);Final Burn Alpha;advbatr;1995;Sega;;;;;;0;;;;;
advdaisn;Advanced Daisenryaku - Deutsch Dengeki Sakusen (Jpn, Rev. A);Final Burn Alpha;;1991;Sega;;;;;;0;;;;;
adveboy;Adventurous Boy - Mao Xian Xiao Zi (Chi);Final Burn Alpha;;199?;unlicensed;;;;;;0;;;;;
advislnd;Adventure Island;Final Burn Alpha;;1991;Hudson;;;;;;0;;;;;
aerfboo2;Aero Fighters (bootleg set 2);Arcade;aerofgt;1992;bootleg;Shooter / Flying Vertical;;;;;0;;;;;
aerfboo2;Aero Fighters (bootleg set 2);MAME (Advance);aerofgt;1992;bootleg;Shooter / Flying Vertical;;;;;0;;;;;
aerfboo2;Aero Fighters (bootleg set 2);MAME (Libretro);aerofgt;1992;bootleg;Shooter / Flying Vertical;;;;;0;;;;;
aerfboo2;Aero Fighters (bootleg set 2);MAME (Mame4all);aerofgt;1992;bootleg;Shooter / Flying Vertical;;;;;0;;;;;
aerfboot;Aero Fighters (bootleg set 1);Arcade;aerofgt;1992;bootleg;Shooter / Flying Vertical;;;;;0;;;;;
aerfboot;Aero Fighters (bootleg set 1);MAME (Advance);aerofgt;1992;bootleg;Shooter / Flying Vertical;;;;;0;;;;;
aerfboot;Aero Fighters (bootleg set 1);MAME (Libretro);aerofgt;1992;bootleg;Shooter / Flying Vertical;;;;;0;;;;;
aerfboot;Aero Fighters (bootleg set 1);MAME (Mame4all);aerofgt;1992;bootleg;Shooter / Flying Vertical;;;;;0;;;;;
aero2;Aero the Acro-Bat 2 (Euro);Final Burn Alpha;;1994;Sunsoft;;;;;;0;;;;;
aero2u;Aero the Acro-Bat 2 (USA);Final Burn Alpha;aero2;1994;Sunsoft;;;;;;0;;;;;
aero;Aero the Acro-Bat (Euro);Final Burn Alpha;;1993;Sunsoft;;;;;;0;;;;;
aerobiz;Aerobiz (USA);Final Burn Alpha;;1992;Koei;;;;;;0;;;;;
aerobizs;Aerobiz Supersonic (USA);Final Burn Alpha;;1994;Koei;;;;;;0;;;;;
aeroblst;Aero Blasters Trouble Specialty Raid Unit (Jpn);Final Burn Alpha;airbustr;1991;Kaneko;;;;;;0;;;;;
aerofgt;Aero Fighters (World / USA + Canada / Korea / Hong Kong / Taiwan) (newer hardware);Arcade;;1992;Video System Co.;Shooter / Flying Vertical;;;;;0;;;;;
aerofgt;Aero Fighters (World / USA + Canada / Korea / Hong Kong / Taiwan) (newer hardware);MAME (Advance);;1992;Video System Co.;Shooter / Flying Vertical;;;;;0;;;;;
aerofgt;Aero Fighters (World / USA + Canada / Korea / Hong Kong / Taiwan) (newer hardware);MAME (Libretro);;1992;Video System Co.;Shooter / Flying Vertical;;;;;0;;;;;
aerofgt;Aero Fighters (World / USA + Canada / Korea / Hong Kong / Taiwan) (newer hardware);MAME (Mame4all);;1992;Video System Co.;Shooter / Flying Vertical;;;;;0;;;;;
aerofgt;Aero Fighters;Final Burn Alpha;;1992;Video System Co.;;;;;;0;;;;;
aerofgtb;Aero Fighters (Taiwan / Japan, set 1);Arcade;aerofgt;1992;Video System Co.;Shooter / Flying Vertical;;;;;0;;;;;
aerofgtb;Aero Fighters (Taiwan / Japan, set 1);MAME (Advance);aerofgt;1992;Video System Co.;Shooter / Flying Vertical;;;;;0;;;;;
aerofgtb;Aero Fighters (Taiwan / Japan, set 1);MAME (Libretro);aerofgt;1992;Video System Co.;Shooter / Flying Vertical;;;;;0;;;;;
aerofgtb;Aero Fighters (Taiwan / Japan, set 1);MAME (Mame4all);aerofgt;1992;Video System Co.;Shooter / Flying Vertical;;;;;0;;;;;
aerofgtb;Aero Fighters (Turbo Force hardware set 1);Final Burn Alpha;aerofgt;1992;Video System Co.;;;;;;0;;;;;
aerofgtc;Aero Fighters (Taiwan / Japan, set 2);Arcade;aerofgt;1992;Video System Co.;Shooter / Flying Vertical;;;;;0;;;;;
aerofgtc;Aero Fighters (Taiwan / Japan, set 2);MAME (Advance);aerofgt;1992;Video System Co.;Shooter / Flying Vertical;;;;;0;;;;;
aerofgtc;Aero Fighters (Taiwan / Japan, set 2);MAME (Libretro);aerofgt;1992;Video System Co.;Shooter / Flying Vertical;;;;;0;;;;;
aerofgtc;Aero Fighters (Taiwan / Japan, set 2);MAME (Mame4all);aerofgt;1992;Video System Co.;Shooter / Flying Vertical;;;;;0;;;;;
aerofgtc;Aero Fighters (Turbo Force hardware set 2);Final Burn Alpha;aerofgt;1992;Video System Co.;;;;;;0;;;;;
aerofgts;Aero Fighters Special (Taiwan);Arcade;;1996;Video System Co.;Shooter / Flying Vertical;;;;;0;;;;;
aerofgts;Aero Fighters Special (Taiwan);MAME (Advance);;1996;Video System Co.;Shooter / Flying Vertical;;;;;0;;;;;
aerofgts;Aero Fighters Special (Taiwan);MAME (Libretro);;1996;Video System Co.;Shooter / Flying Vertical;;;;;0;;;;;
aerofgts;Aero Fighters Special (Taiwan);MAME (Mame4all);;1996;Video System Co.;Shooter / Flying Vertical;;;;;0;;;;;
aerop;Aero the Acro-Bat (Prototype);Final Burn Alpha;aero;1993;Sunsoft;;;;;;0;;;;;
aerou;Aero the Acro-Bat (USA);Final Burn Alpha;aero;1993;Sunsoft;;;;;;0;;;;;
afm_10;Attack From Mars (1.0);Arcade;afm_113;1995;Bally;Electromechanical / Pinball;;;;;0;;;;;
afm_10;Attack From Mars (1.0);MAME (Advance);afm_113;1995;Bally;Electromechanical / Pinball;;;;;0;;;;;
afm_10;Attack From Mars (1.0);MAME (Libretro);afm_113;1995;Bally;Electromechanical / Pinball;;;;;0;;;;;
afm_10;Attack From Mars (1.0);MAME (Mame4all);afm_113;1995;Bally;Electromechanical / Pinball;;;;;0;;;;;
afm_113;Attack From Mars (1.13, Free play);Arcade;;1995;Bally;Electromechanical / Pinball;;;;;0;;;;;
afm_113;Attack From Mars (1.13, Free play);MAME (Advance);;1995;Bally;Electromechanical / Pinball;;;;;0;;;;;
afm_113;Attack From Mars (1.13, Free play);MAME (Libretro);;1995;Bally;Electromechanical / Pinball;;;;;0;;;;;
afm_113;Attack From Mars (1.13, Free play);MAME (Mame4all);;1995;Bally;Electromechanical / Pinball;;;;;0;;;;;
afm_113b;Attack From Mars (1.13b);Arcade;afm_113;1995;Bally;Electromechanical / Pinball;;;;;0;;;;;
afm_113b;Attack From Mars (1.13b);MAME (Advance);afm_113;1995;Bally;Electromechanical / Pinball;;;;;0;;;;;
afm_113b;Attack From Mars (1.13b);MAME (Libretro);afm_113;1995;Bally;Electromechanical / Pinball;;;;;0;;;;;
afm_113b;Attack From Mars (1.13b);MAME (Mame4all);afm_113;1995;Bally;Electromechanical / Pinball;;;;;0;;;;;
afm_11;Attack From Mars (1.1);Arcade;afm_113;1995;Bally;Electromechanical / Pinball;;;;;0;;;;;
afm_11;Attack From Mars (1.1);MAME (Advance);afm_113;1995;Bally;Electromechanical / Pinball;;;;;0;;;;;
afm_11;Attack From Mars (1.1);MAME (Libretro);afm_113;1995;Bally;Electromechanical / Pinball;;;;;0;;;;;
afm_11;Attack From Mars (1.1);MAME (Mame4all);afm_113;1995;Bally;Electromechanical / Pinball;;;;;0;;;;;
afm_11u;Attack From Mars (1.1 Ultrapin);Arcade;afm_113;1995;Bally;Electromechanical / Pinball;;;;;0;;;;;
afm_11u;Attack From Mars (1.1 Ultrapin);MAME (Advance);afm_113;1995;Bally;Electromechanical / Pinball;;;;;0;;;;;
afm_11u;Attack From Mars (1.1 Ultrapin);MAME (Libretro);afm_113;1995;Bally;Electromechanical / Pinball;;;;;0;;;;;
afm_11u;Attack From Mars (1.1 Ultrapin);MAME (Mame4all);afm_113;1995;Bally;Electromechanical / Pinball;;;;;0;;;;;
afv_l4;Addams Family Values (Coin Dropper L-4);Arcade;;1993;Williams;Electromechanical / Coin pusher;;;;;0;;;;;
afv_l4;Addams Family Values (Coin Dropper L-4);MAME (Advance);;1993;Williams;Electromechanical / Coin pusher;;;;;0;;;;;
afv_l4;Addams Family Values (Coin Dropper L-4);MAME (Libretro);;1993;Williams;Electromechanical / Coin pusher;;;;;0;;;;;
afv_l4;Addams Family Values (Coin Dropper L-4);MAME (Mame4all);;1993;Williams;Electromechanical / Coin pusher;;;;;0;;;;;
agallet;Air Gallet (Europe);Arcade;;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agallet;Air Gallet (Europe);Final Burn Alpha;;1996;BanPresto / Gazelle;;;;;;0;;;;;
agallet;Air Gallet (Europe);MAME (Advance);;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agallet;Air Gallet (Europe);MAME (Libretro);;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agallet;Air Gallet (Europe);MAME (Mame4all);;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agalleth;Air Gallet (Hong Kong);Arcade;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agalleth;Air Gallet (Hong Kong);Final Burn Alpha;agallet;1996;BanPresto / Gazelle;;;;;;0;;;;;
agalleth;Air Gallet (Hong Kong);MAME (Advance);agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agalleth;Air Gallet (Hong Kong);MAME (Libretro);agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agalleth;Air Gallet (Hong Kong);MAME (Mame4all);agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agalletj;Air Gallet (Japan);Final Burn Alpha;agallet;1996;BanPresto / Gazelle;;;;;;0;;;;;
agalletj;Akuu Gallet (Japan);Arcade;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agalletj;Akuu Gallet (Japan);MAME (Advance);agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agalletj;Akuu Gallet (Japan);MAME (Libretro);agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agalletj;Akuu Gallet (Japan);MAME (Mame4all);agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agalletk;Air Gallet (Korea);Arcade;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agalletk;Air Gallet (Korea);Final Burn Alpha;agallet;1996;BanPresto / Gazelle;;;;;;0;;;;;
agalletk;Air Gallet (Korea);MAME (Advance);agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agalletk;Air Gallet (Korea);MAME (Libretro);agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agalletk;Air Gallet (Korea);MAME (Mame4all);agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agallett;Air Gallet (Taiwan);Arcade;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agallett;Air Gallet (Taiwan);Final Burn Alpha;agallet;1996;BanPresto / Gazelle;;;;;;0;;;;;
agallett;Air Gallet (Taiwan);MAME (Advance);agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agallett;Air Gallet (Taiwan);MAME (Libretro);agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agallett;Air Gallet (Taiwan);MAME (Mame4all);agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agalletu;Air Gallet (USA);Arcade;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agalletu;Air Gallet (USA);Final Burn Alpha;agallet;1996;BanPresto / Gazelle;;;;;;0;;;;;
agalletu;Air Gallet (USA);MAME (Advance);agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agalletu;Air Gallet (USA);MAME (Libretro);agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agalletu;Air Gallet (USA);MAME (Mame4all);agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agassi;Andre Agassi Tennis (Euro);Final Burn Alpha;;1992;TecMagik;;;;;;0;;;;;
agassiu;Andre Agassi Tennis (USA);Final Burn Alpha;agassi;1992;TecMagik;;;;;;0;;;;;
agassiup;Andre Agassi Tennis (USA, Prototype);Final Burn Alpha;agassi;1992;TecMagik;;;;;;0;;;;;
agress;Agress - Missile Daisenryaku (Japan);Arcade;;1991;Palco;Puzzle / Sliding;;;;;0;;;;;
agress;Agress - Missile Daisenryaku (Japan);MAME (Advance);;1991;Palco;Puzzle / Sliding;;;;;0;;;;;
agress;Agress - Missile Daisenryaku (Japan);MAME (Libretro);;1991;Palco;Puzzle / Sliding;;;;;0;;;;;
agress;Agress - Missile Daisenryaku (Japan);MAME (Mame4all);;1991;Palco;Puzzle / Sliding;;;;;0;;;;;
agress;Agress;Final Burn Alpha;;1991;Palco;;;;;;0;;;;;
airass;Air Assault (World);Arcade;;1993;Irem;Shooter / Flying Vertical;;;;;0;;;;;
airass;Air Assault (World);Final Burn Alpha;;1993;Irem;;;;;;0;;;;;
airass;Air Assault (World);MAME (Advance);;1993;Irem;Shooter / Flying Vertical;;;;;0;;;;;
airass;Air Assault (World);MAME (Libretro);;1993;Irem;Shooter / Flying Vertical;;;;;0;;;;;
airass;Air Assault (World);MAME (Mame4all);;1993;Irem;Shooter / Flying Vertical;;;;;0;;;;;
airattck;Air Attack (set 1);Arcade;;1996;Comad;Shooter / Flying Vertical;;;;;0;;;;;
airattck;Air Attack (set 1);Final Burn Alpha;;1996;Comad;;;;;;0;;;;;
airattck;Air Attack (set 1);MAME (Advance);;1996;Comad;Shooter / Flying Vertical;;;;;0;;;;;
airattck;Air Attack (set 1);MAME (Libretro);;1996;Comad;Shooter / Flying Vertical;;;;;0;;;;;
airattck;Air Attack (set 1);MAME (Mame4all);;1996;Comad;Shooter / Flying Vertical;;;;;0;;;;;
airattcka;Air Attack (set 2);Arcade;airattck;1996;Comad;Shooter / Flying Vertical;;;;;0;;;;;
airattcka;Air Attack (set 2);Final Burn Alpha;airattck;1996;Comad;;;;;;0;;;;;
airattcka;Air Attack (set 2);MAME (Advance);airattck;1996;Comad;Shooter / Flying Vertical;;;;;0;;;;;
airattcka;Air Attack (set 2);MAME (Libretro);airattck;1996;Comad;Shooter / Flying Vertical;;;;;0;;;;;
airattcka;Air Attack (set 2);MAME (Mame4all);airattck;1996;Comad;Shooter / Flying Vertical;;;;;0;;;;;
airbustr;Air Buster Trouble Specialty Raid Unit (World);Arcade;;1990;Kaneko (Namco license);Shooter / Flying Horizontal;;;;;0;;;;;
airbustr;Air Buster Trouble Specialty Raid Unit (World);Final Burn Alpha;;1990;Kaneko (Namco license);;;;;;0;;;;;
airbustr;Air Buster Trouble Specialty Raid Unit (World);MAME (Advance);;1990;Kaneko (Namco license);Shooter / Flying Horizontal;;;;;0;;;;;
airbustr;Air Buster Trouble Specialty Raid Unit (World);MAME (Libretro);;1990;Kaneko (Namco license);Shooter / Flying Horizontal;;;;;0;;;;;
airbustr;Air Buster Trouble Specialty Raid Unit (World);MAME (Mame4all);;1990;Kaneko (Namco license);Shooter / Flying Horizontal;;;;;0;;;;;
